+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 5193 |                         NCGC00386330-01&NCGC00386330-03                         | SARS-CoV2 3CL Protease |     205.37    |
| 5194 |                         NCGC00016806-13&NCGC00016806-17                         | SARS-CoV2 3CL Protease |     205.79    |
| 5195 |                                 NCGC00345826-04                                 | SARS-CoV2 3CL Protease |     205.83    |
| 5196 |                         NCGC00346708-02&NCGC00346708-03                         | SARS-CoV2 3CL Protease |     205.89    |
| 5197 |                         NCGC00025207-15&NCGC00025207-16                         | SARS-CoV2 3CL Protease |     205.90    |
| 5198 |                                 NCGC00253604-01                                 | SARS-CoV2 3CL Protease |     205.91    |
| 5199 |                                 NCGC00483046-01                                 | SARS-CoV2 3CL Protease |     206.05    |
| 5200 |                                 NCGC00022579-05                                 | SARS-CoV2 3CL Protease |     206.11    |
| 5201 |                                 NCGC00380878-01                                 | SARS-CoV2 3CL Protease |     206.34    |
| 5202 |                                 NCGC00182053-03                                 | SARS-CoV2 3CL Protease |     206.37    |
| 5203 |                                 NCGC00378865-01                                 | SARS-CoV2 3CL Protease |     206.39    |
| 5204 |                                 NCGC00344531-01                                 | SARS-CoV2 3CL Protease |     206.72    |
| 5205 |                                 NCGC00015579-04                                 | SARS-CoV2 3CL Protease |     206.74    |
| 5206 |                                 NCGC00347709-02                                 | SARS-CoV2 3CL Protease |     206.77    |
| 5207 |                                 NCGC00386060-01                                 | SARS-CoV2 3CL Protease |     206.96    |
| 5208 |                                 NCGC00385389-01                                 | SARS-CoV2 3CL Protease |     207.04    |
| 5209 |                                 NCGC00347566-02                                 | SARS-CoV2 3CL Protease |     207.15    |
| 5210 |                                 NCGC00386078-01                                 | SARS-CoV2 3CL Protease |     207.15    |
| 5211 |                                 NCGC00385088-01                                 | SARS-CoV2 3CL Protease |     207.18    |
| 5212 |                                 NCGC00242477-02                                 | SARS-CoV2 3CL Protease |     207.21    |
| 5213 |                                 NCGC00189077-01                                 | SARS-CoV2 3CL Protease |     207.28    |
| 5214 |                                 NCGC00381135-01                                 | SARS-CoV2 3CL Protease |     207.42    |
| 5215 |                                 NCGC00485971-01                                 | SARS-CoV2 3CL Protease |     207.59    |
| 5216 |                                 NCGC00165721-16                                 | SARS-CoV2 3CL Protease |     207.60    |
| 5217 |                                 NCGC00165802-03                                 | SARS-CoV2 3CL Protease |     207.75    |
| 5218 |                                 NCGC00386733-02                                 | SARS-CoV2 3CL Protease |     207.82    |
| 5219 |                                 NCGC00179009-06                                 | SARS-CoV2 3CL Protease |     207.91    |
| 5220 |                                 NCGC00379224-02                                 | SARS-CoV2 3CL Protease |     207.94    |
| 5221 |                                 NCGC00379092-01                                 | SARS-CoV2 3CL Protease |     207.94    |
| 5222 |                                 NCGC00386074-01                                 | SARS-CoV2 3CL Protease |     208.03    |
| 5223 |                                 NCGC00263222-02                                 | SARS-CoV2 3CL Protease |     208.24    |
| 5224 |                                 NCGC00015685-03                                 | SARS-CoV2 3CL Protease |     208.40    |
| 5225 |                                 NCGC00166301-04                                 | SARS-CoV2 3CL Protease |     208.56    |
| 5226 |                                 NCGC00347906-04                                 | SARS-CoV2 3CL Protease |     208.75    |
| 5227 |                                 NCGC00242495-18                                 | SARS-CoV2 3CL Protease |     209.44    |
| 5228 |                                 NCGC00182551-01                                 | SARS-CoV2 3CL Protease |     209.45    |
| 5229 |                                 NCGC00381012-01                                 | SARS-CoV2 3CL Protease |     209.51    |
| 5230 |                                 NCGC00169730-03                                 | SARS-CoV2 3CL Protease |     209.63    |
| 5231 |                                 NCGC00024025-05                                 | SARS-CoV2 3CL Protease |     209.83    |
| 5232 |                                 NCGC00370712-03                                 | SARS-CoV2 3CL Protease |     210.16    |
| 5233 |                         NCGC00346701-07&NCGC00346701-09                         | SARS-CoV2 3CL Protease |     210.53    |
| 5234 |                                 NCGC00381082-01                                 | SARS-CoV2 3CL Protease |     210.91    |
